,id,lonlat,tags.power,tags.branch,tags.operator,tags.manufacturer,tags.generator:type,tags.generator:method,tags.generator:source,power_output_MW,tags.source,tags.generator:alt_source,tags.name,tags.name:fr,Type,tags.operator:ar,tags.operator:wikidata,tags.operator:wikipedia,tags.addr:city,tags.generator:place,tags.addr:city:ar,tags.area,tags.building:levels,tags.fence_type,tags.plant:source,tags.height,tags.substation,Country,tags.manufacturer:type,tags.ref,tags.FIXME,tags.addr:village,tags.tag:power,tags.amenity,tags.X,tags.Y,tags.code,tags.etat,tags.type,tags.photo,tags.village,tags.maitre_ouv,tags.note,tags.short_name,tags.contact:phone,tags.source:date,tags.project:eurosha_2012,tags.man_made,tags.operator_type,tags.generator:output:steam,tags.generator:output:vacuum,tags.generator:output:battery_charging,tags.beds,tags.owner,tags.shower,tags.toilets,tags.heliport,tags.population,tags.wheelchair,tags.operator:type,tags.building:status,tags.population:date,tags.staff_count:nurses,tags.is_in:health_level6,tags.is_in:health_level8,tags.staff_count:chemist,tags.staff_count:doctors,tags.health_services:description,tags.content,tags.toilets:status,tags.communication:description,tags.water_source,tags.water_tap:operator,tags.shower:status,tags.url,tags.url_1,tags.source:geometry,tags.source:geometry:date,tags.layer,tags.healthcare,tags.website,tags.location,tags.construction,tags.description,tags.voltage,tags.lit,tags.generator:output:biogas,tags.plant:output:electricity,tags.addr:district,tags.addr:pobox,tags.email,tags.opening_hours,tags.phone,tags.recycling:food_waste,tags.recycling:green_waste,tags.recycling_type,tags.start_date,tags.addr:suburb,tags.addr:community,tags.addr:state,tags.addr:street,tags.building:material,tags.operational_status,tags.projet:eboci,tags.name:de,tags.name:en,tags.wb_pb:id,tags.image:project,tags.image:pointofinterest,tags.generator:output:hot_air,tags.generator:output:cold_air,tags.generator:output:hot_water,tags.generator:output:cold_water,tags.generator:output:compressed_air,tags.comment,tags.building:roof,tags.landuse,tags.image,tags.mapillary,tags.int_name,tags.designation,tags.ele,tags.rotor:diameter,tags.rooms,tags.stars,tags.tourism,tags.payment:visa,tags.internet_access,tags.payment:mastercard,tags.project:mappingforniger,tags.brand,tags.addr:housename,tags.addr:postcode,tags.addr:housenumber,tags.generator,tags.name:cn,tags.model,tags.manufacturer:website,tags.wikidata,tags.wikipedia,tags.national_key_point,tags.reipppp,tags.colour,tags.power:source,tags.shop,tags.addr:ward,tags.addr:subward,tags.addr:municipality,tags.generator:output:heat,tags.generator:plant,tags.operator:website,tags.operator:wikipedia:ar,tags.addr:settlement,tags.addr:sub_camp,tags.addr:zone,tags.denomination,tags.religion,tags.source:form,tags.place,tags.source_ref,tags.proposed,tags.addr:block,tags.isced,tags.lighting,tags.tree_count,tags.name_centre,tags.social_facility,tags.social_facility:for,tags.plant:method
10677,6188944777.0,"[24.27401839999999, -30.552109799999908]",generator,,Longyuan SA,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuam Mulilo De Aar 2 North Wind Farm,,Node,,,,,,,,,,,,,south-africa,,WTG 59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南非德阿II期,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10679,6042181082.0,"[18.119472299999973, -31.558205400000052]",generator,,,,horizontal_axis,wind_turbine,wind,2.0,,,,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Siemens 2,3VS-108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10681,1923866642.0,"[18.459374799999985, -33.59279829999993]",generator,,,,gas_turbine,combustion,oil,148.0,NGI-Aerial,,,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10682,6188944764.0,"[24.39165469999999, -30.535775599999912]",generator,,Longyuan SA,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuam Mulilo De Aar 2 North Wind Farm,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南非德阿II期,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10683,6188944739.0,"[24.227406999999985, -30.514486899999905]",generator,,Longyuan SA,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuam Mulilo De Aar 2 North Wind Farm,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南非德阿II期,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10689,6188944754.0,"[24.232867899999988, -30.52506939999991]",generator,,Longyuan SA,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuam Mulilo De Aar 2 North Wind Farm,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南非德阿II期,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10692,6188944730.0,"[24.294451499999987, -30.546018599999904]",generator,,Longyuan SA,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuam Mulilo De Aar 2 North Wind Farm,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南非德阿II期,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10693,6188694516.0,"[23.950790799999965, -30.715717699999924]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuan Mulilo De Aar Maanhaarberg Wind Energy Facility,,Node,,,,,,,,,,,80,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10699,6591492299.0,"[18.100361800000105, -31.514436400000044]",generator,,,,horizontal_axis,wind_turbine,wind,2.0,,,,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Siemens 2,3VS-108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10701,4190845892.0,"[28.97053100000023, -26.089117300000076]",generator,,,,steam_turbine,combustion,coal,686.0,,,,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10705,6188694518.0,"[23.942218399999966, -30.715593199999926]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuan Mulilo De Aar Maanhaarberg Wind Energy Facility,,Node,,,,,,,,,,,80,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10707,6188944696.0,"[24.419785699999988, -30.52457959999991]",generator,,Longyuan SA,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuam Mulilo De Aar 2 North Wind Farm,,Node,,,,,,,,,,,,,south-africa,,WTG 86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南非德阿II期,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10708,6188944697.0,"[24.417596999999986, -30.53065139999991]",generator,,Longyuan SA,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuam Mulilo De Aar 2 North Wind Farm,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南非德阿II期,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10712,6188694257.0,"[23.88422369999997, -30.736016999999933]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuan Mulilo De Aar Maanhaarberg Wind Energy Facility,,Node,,,,,,,,,,,80,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10717,4190886159.0,"[29.176996100000245, -26.25354340000009]",generator,,,,steam_turbine,combustion,coal,500.0,,,,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10718,6188944749.0,"[24.27570819999999, -30.52815619999991]",generator,,Longyuan SA,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuam Mulilo De Aar 2 North Wind Farm,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南非德阿II期,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10721,6042064546.0,"[18.088859099999972, -31.51052570000004]",generator,,,,horizontal_axis,wind_turbine,wind,2.0,,,,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Siemens 2,3VS-108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10722,6188694282.0,"[23.85580839999997, -30.759303699999926]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuan Mulilo De Aar Maanhaarberg Wind Energy Facility,,Node,,,,,,,,,,,80,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10723,6188944779.0,"[24.272800699999987, -30.558311499999906]",generator,,Longyuan SA,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuam Mulilo De Aar 2 North Wind Farm,,Node,,,,,,,,,,,,,south-africa,,WTG 58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南非德阿II期,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10724,7921697524.0,"[27.56384320000004, -23.702949400000012]",generator,,,,steam_turbine,combustion,coal,794.0,,,,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10727,6188694248.0,"[23.86696639999997, -30.718180399999934]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuan Mulilo De Aar Maanhaarberg Wind Energy Facility,,Node,,,,,,,,,,,80,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10731,6188944751.0,"[24.26456089999999, -30.53005989999991]",generator,,Longyuan SA,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuam Mulilo De Aar 2 North Wind Farm,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南非德阿II期,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10732,6188944744.0,"[24.249744399999987, -30.515161599999907]",generator,,Longyuan SA,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuam Mulilo De Aar 2 North Wind Farm,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南非德阿II期,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10738,4190886197.0,"[27.97656060000024, -26.74058980000008]",generator,,,,,,coal,618.0,,,,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10745,6188944753.0,"[24.26441069999999, -30.54046059999991]",generator,,Longyuan SA,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuam Mulilo De Aar 2 North Wind Farm,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南非德阿II期,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10748,6042076969.0,"[18.084546699999972, -31.51537930000005]",generator,,,,horizontal_axis,wind_turbine,wind,2.0,,,,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Siemens 2,3VS-108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10753,4190886160.0,"[29.177338300000244, -26.254102000000092]",generator,,,,steam_turbine,combustion,coal,500.0,,,,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10756,6188944748.0,"[24.26009769999999, -30.522093499999908]",generator,,Longyuan SA,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuam Mulilo De Aar 2 North Wind Farm,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南非德阿II期,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10761,6042228222.0,"[18.11991599999997, -31.507068500000052]",generator,,,,horizontal_axis,wind_turbine,wind,2.0,,,,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Siemens 2,3VS-108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10763,6188944699.0,"[24.400430899999986, -30.524043599999914]",generator,,Longyuan SA,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuam Mulilo De Aar 2 North Wind Farm,,Node,,,,,,,,,,,,,south-africa,,WTG 69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南非德阿II期,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10765,6042267823.0,"[18.119548799999976, -31.54146870000006]",generator,,,,horizontal_axis,wind_turbine,wind,2.0,,,,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Siemens 2,3VS-108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10768,6188944781.0,"[24.230813399999988, -30.54008169999991]",generator,,Longyuan SA,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuam Mulilo De Aar 2 North Wind Farm,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南非德阿II期,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10776,6188694273.0,"[23.85141759999997, -30.74756879999993]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuan Mulilo De Aar Maanhaarberg Wind Energy Facility,,Node,,,,,,,,,,,80,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10780,4190886147.0,"[27.613099800000246, -23.67023240000009]",generator,,,,steam_turbine,combustion,coal,665.0,,,,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10781,6188944711.0,"[24.306210299999986, -30.51999549999991]",generator,,Longyuan SA,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuam Mulilo De Aar 2 North Wind Farm,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南非德阿II期,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10782,4190886141.0,"[27.612177100000242, -23.666439400000087]",generator,,,,steam_turbine,combustion,coal,665.0,,,,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10787,6188944732.0,"[24.287247099999984, -30.544872799999904]",generator,,Longyuan SA,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuam Mulilo De Aar 2 North Wind Farm,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南非德阿II期,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10789,6188694290.0,"[23.847992399999967, -30.765962299999927]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuan Mulilo De Aar Maanhaarberg Wind Energy Facility,,Node,,,,,,,,,,,80,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10800,6188694281.0,"[23.85220889999997, -30.755394599999924]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuan Mulilo De Aar Maanhaarberg Wind Energy Facility,,Node,,,,,,,,,,,80,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10802,6188694289.0,"[23.854531599999966, -30.769541499999928]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuan Mulilo De Aar Maanhaarberg Wind Energy Facility,,Node,,,,,,,,,,,80,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10803,6188694519.0,"[23.939455699999964, -30.716201899999927]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuan Mulilo De Aar Maanhaarberg Wind Energy Facility,,Node,,,,,,,,,,,80,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10804,6188944736.0,"[24.238264499999985, -30.511094699999905]",generator,,Longyuan SA,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuam Mulilo De Aar 2 North Wind Farm,,Node,,,,,,,,,,,,,south-africa,,WTG 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南非德阿II期,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10805,6188944755.0,"[24.22699929999999, -30.52296229999991]",generator,,Longyuan SA,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuam Mulilo De Aar 2 North Wind Farm,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南非德阿II期,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10808,4190845889.0,"[28.968052100000225, -26.08847880000008]",generator,,,,steam_turbine,combustion,coal,686.0,,,,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10809,4190988233.0,"[18.535743300000217, -33.88334250000005]",generator,,,,gas_turbine,combustion,diesel,57.0,,,,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10817,1923866640.0,"[18.459679099999985, -33.59251449999993]",generator,,,,gas_turbine,combustion,oil,148.0,NGI-Aerial,,,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10818,4190844685.0,"[29.350340400000224, -26.775844000000077]",generator,,,,,combustion,coal,609.0,,,,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10821,6188944885.0,"[24.247475299999987, -30.548000499999908]",generator,,Longyuan SA,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuam Mulilo De Aar 2 North Wind Farm,,Node,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南非德阿II期,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10823,6188694238.0,"[23.89578669999997, -30.73739099999993]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuan Mulilo De Aar Maanhaarberg Wind Energy Facility,,Node,,,,,,,,,,,80,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835,6188694514.0,"[23.957104699999967, -30.713653899999922]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,Longyuan Mulilo De Aar Maanhaarberg Wind Energy Facility,,Node,,,,,,,,,,,80,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
