,id,lonlat,tags.power,tags.operator,tags.substation,tags.designation,tags.barrier,tags.addr:city,Type,tags.voltage,tags.name,tags.location,tags.area,tags.branch,tags.rating,tags.frequency,tags.source,tags.building,tags.building:levels,tags.name:ar,tags.note,tags.fixme,tags.name:fr,tags.phases,tags.man_made,tags.street_cabinet,tags.operator:ar,tags.operator:fr,tags.operator:wikidata,tags.operator:wikipedia,tags.wall,tags.height,tags.name:en,tags.building:colour,tags.level,tags.ref,tags.brand,tags.addr:city:ar,tags.substance,tags.gas_insulated,tags.landuse,tags.addr:postcode,tags.addr:suburb,tags.transformer,tags.brand:ar,tags.brand:wikidata,tags.brand:wikipedia,tags.sub,Country,tags.access,tags.disused,tags.addr:street,tags.name:de,tags.name:es,tags.name:it,tags.name:ja,tags.name:nl,tags.name:pl,tags.name:pt,tags.name:ru,tags.name:zh-Hans,tags.name:zh-Hant,tags.alt_name,tags.fence_type,tags.short_name,tags.opening_hours,tags.amenity,tags.project:eurosha_2012,tags.source:date,tags.source_date,tags.building:material,tags.building:condition,tags.proposed,tags.wikidata,tags.wikipedia,tags.generator:output:electricity,tags.roof:shape,tags.description,tags.website,tags.start_date,tags.image,tags.wb_pb:id,tags.wheelchair,tags.is_in:village,tags.operator_type,tags.notes,tags.owner,tags.address,tags.voltage:primary,tags.voltage:secondary,tags.generator:source,tags.operator:website,tags.operator:wikipedia:ar,tags.FIXME,tags.construction,tags.source:voltage,tags.historic,tags.building:prefabricated,tags.surface,tags.emergency_phone,tags.addr:housenumber,tags.phone,tags.source:power,tags.operator:type,tags.industrial,tags.cables,tags.key
4184,256642584.0,[ 29.95327302 -28.41053722],substation,,traction,,,,Way,88000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4185,139268615.0,[ 28.41396542 -26.02458604],substation,,traction,,fence,,Way,88000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4187,105423914.0,[ 31.60264406 -28.35044974],substation,,traction,,,,Way,88000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4190,256761306.0,[ 30.63599814 -25.58526594],substation,,traction,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4191,62218065.0,[ 18.57317687 -34.00150153],substation,,distribution,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4192,451965503.0,[ 29.94865323 -27.73455573],substation,,distribution,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4193,203679301.0,[ 25.37988862 -27.71954264],substation,,traction,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4194,120943209.0,[ 32.01609049 -28.77829053],substation,,industrial,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4195,455062153.0,[ 28.05950184 -26.23697622],substation,City Power,distribution,,,,Way,88000,Wemmer Substation,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4197,377677090.0,[ 23.03352436 -27.81072348],substation,,transmission,,,,Way,66000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4198,84197405.0,[ 28.1055094  -25.75788524],substation,Eskom,transmission,,fence,,Way,275000;132000,Kwagga Substation,outdoor,,,,,Yahoo,,,,,"nane,operator",,,,,,,,,,,,,,KWA,,,,,,,,,,,,,south-africa,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4199,248138143.0,[ 28.98009245 -30.89449069],substation,,distribution,,,,Way,132000,Mount Frere Substation,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4201,244630083.0,[ 28.25007278 -25.76025738],substation,Tshwane Electricity,distribution,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4202,229291879.0,[ 27.6235378 -26.4310592],substation,,industrial,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4203,167648085.0,[ 30.32761232 -28.24876118],substation,Eskom,transmission,,,,Way,400000,Pegasus Substation,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4204,446726415.0,[ 18.70384175 -34.02613113],substation,,transmission,,fence,,Way,132000;66000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,chain_link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4206,187432497.0,[ 27.93914361 -25.80226805],substation,Eskom,transmission,,,,Way,275000;88000,Lomond Substation,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GCCA Report,,,,,,,,,,,
4207,215330124.0,[ 28.64729814 -28.2875079 ],substation,,transmission,,,,Way,132000;88000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4210,169789536.0,[ 21.95990216 -34.16515286],substation,,transmission,,,,Way,400000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4211,254692868.0,[ 28.88563362 -31.17967624],substation,,transmission,,,,Way,132000,Qumbu Substation,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4213,455895567.0,[ 28.39960968 -26.29058794],substation,,distribution,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4214,256769738.0,[ 29.66898547 -25.75976508],substation,,traction,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4215,227641297.0,[ 27.2692376  -25.52704127],substation,,distribution,,,,Way,88000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4216,218585719.0,[ 27.87302616 -26.83320608],substation,,industrial,,,,Way,88000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4217,248721936.0,[ 28.79080008 -28.52647138],substation,,distribution,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4221,412993500.0,[ 23.00073506 -28.26312066],substation,,transmission,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4222,457669810.0,[ 27.8672384  -26.41063784],substation,,distribution,,,,Way,88000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4223,549619201.0,[ 25.85545362 -26.14336722],substation,,industrial,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4225,931095068.0,[ 27.16156649 -24.94235433],substation,,industrial,,,,Way,88000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4228,928474749.0,[ 23.01094846 -28.24423   ],substation,,traction,,,,Way,132000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4231,363465265.0,[ 27.28708562 -24.86028333],substation,,transmission,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4232,179312818.0,[ 26.9427033  -28.10425608],substation,,,,,,Way,400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4234,549619202.0,[ 25.9973025  -26.18256738],substation,,transmission,,,,Way,88000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4236,184581460.0,[ 27.85347254 -25.57946848],substation,Eskom,transmission,,,,Way,400000;132000,Dinaledi Substation,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GCCA Report,,,,,,,,,,,
4239,168217143.0,[ 25.84608922 -33.07805236],substation,,traction,,,,Way,220000;25000,Ripon Substation,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4243,215786953.0,[ 27.86155498 -26.70267558],substation,,distribution,,,,Way,88000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4244,184187964.0,[ 30.93796112 -29.927747  ],substation,Ethekwini Electricity,distribution,,,,Way,132000,Havenside Substation,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4245,103232929.0,[ 31.97035568 -28.768732  ],substation,,traction,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4247,191039158.0,[ 24.76985352 -28.5493652 ],substation,,traction,,,,Way,132000,Macfarlane Substation,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4249,169784944.0,[ 28.27200958 -28.20119636],substation,,transmission,,,,Way,88000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4251,188797777.0,[ 31.86915418 -28.72243619],substation,,industrial,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4253,239878601.0,[ 27.93112916 -26.25282214],substation,,transition,,fence,,Way,132000,,outdoor,,,,,Bing,,,,,"name,operator",,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4256,215321186.0,[ 28.33579848 -28.226775  ],substation,,transition,,,,Way,88000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4257,188617110.0,[ 30.91456248 -29.97719209],substation,Ethekwini Electricity,transition,,,,Way,275000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4261,87653312.0,[ 26.20743496 -30.82227488],substation,,traction,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4262,379024024.0,[ 28.65727436 -26.65385364],substation,,industrial,,,,Way,88000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4266,100686191.0,[ 31.7338202  -25.43085088],substation,,traction,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4268,220947217.0,[ 27.31813163 -25.67593233],substation,,industrial,,,,Way,88000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4270,457082183.0,[ 30.37357764 -25.64612018],substation,,traction,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4272,456765005.0,[ 28.16219624 -26.23593288],substation,,distribution,,,,Way,33000;6600,Russel Road Switching Station,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4273,120584910.0,[ 18.68655273 -33.90520704],substation,Eskom,transmission,,,,Way,400000;132000;66000,Stikland Substation,outdoor,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GCCA Report,,,,,,,,,,,
4274,258081846.0,[ 29.25534829 -22.98916089],substation,,distribution,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4279,81813292.0,[ 28.05680899 -26.20851868],substation,City Power,distribution,,,,Way,88000,Durban Street Substation,outdoor,,,,,Yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4281,454478746.0,[ 28.17222379 -25.72751559],substation,Tshwane Electricity,distribution,,,,Way,132000,Capital Park Substation,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4286,142414074.0,[ 23.99983584 -30.683693  ],substation,,traction,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4288,169740914.0,[ 29.97104166 -29.24819354],substation,,distribution,,,,Way,88000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4290,84272850.0,[ 28.03157713 -25.77389491],substation,,distribution,,fence,,Way,132000,Saulsville Substation,outdoor,,,,,Yahoo,,,,,"name,operator",,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4291,366053292.0,[ 31.19205747 -25.15518735],substation,,,,,,Way,132000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4294,227641387.0,[ 27.20901712 -25.46750116],substation,,transmission,,,,Way,88000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4295,188797782.0,[ 32.0342685  -28.76941014],substation,,industrial,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,364406414.0,[ 25.57863595 -33.9980499 ],substation,,distribution,,,,Way,132000,,outdoor,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4302,219469236.0,[ 30.32822359 -26.91980183],substation,,transmission,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4304,248922078.0,[ 28.25272714 -26.87697496],substation,,transmission,,,,Way,88000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4305,429961228.0,[ 27.89856773 -26.67724701],substation,,transmission,,,,Way,88000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4306,177800991.0,[ 19.40468475 -33.81464808],substation,Eskom,transmission,,fence,,Way,400000;132000,Bacchus Substation,outdoor,,,,,,,,,,"name,operator,frequency,voltage",,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GCCA Report,,,,,,,,,,,
4307,928930519.0,[ 23.52223274 -25.83897263],substation,,transmission,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4308,265725229.0,[ 23.1060608  -28.00759484],substation,,transmission,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4312,248595085.0,[ 29.41180266 -26.09971034],substation,,transmission,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4313,455512868.0,[ 28.22075019 -26.1364943 ],substation,Kempton Park Municipality,distribution,,,,Way,132000,Airport Substation,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4315,216527763.0,[ 28.43192827 -26.31412194],substation,,distribution,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4317,229785197.0,[ 29.77218159 -28.89169022],substation,,distribution,,,,Way,88000,Frere Tractiion Substation,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4318,153266073.0,[ 21.29323873 -28.43074035],substation,,transmission,,,,Way,132000,Upington Substation,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4319,181284049.0,[ 30.47605578 -29.39345485],substation,Eskom,transmission,,,,Way,400000;275000;132000,Mersey Substation,outdoor,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GCCA Report,,,,,,,,,,,
4321,223064714.0,[ 29.55867786 -25.24371417],substation,,industrial,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4322,182262941.0,[ 27.33195289 -25.67475769],substation,,industrial,,,,Way,88000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4324,215654688.0,[ 27.51713013 -27.9029839 ],substation,,traction,,,,Way,88000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4326,219839042.0,[ 29.85327499 -27.08278307],substation,,distribution,,,,Way,88000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4327,216274584.0,[ 19.22094544 -33.462807  ],substation,Eskom Cape,transmission,,,,Way,132000;66000,Wolseley Substation,outdoor,,,,,ngi-aerial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4328,84273857.0,[ 28.18852622 -25.82876245],substation,,distribution,,fence,,Way,132000,,outdoor,,,,,,,,,,"name,operator",,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330,586806821.0,[ 29.13749101 -23.49262781],substation,,transmission,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4331,176940672.0,[ 27.50882204 -25.68220433],substation,Eskom,transmission,BigHorn Substation,,,Way,400000;275000;132000;88000,BigHorn Substation,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GCCA Report,,,,,,,,,,,
4332,236510730.0,[ 30.55241254 -27.92185608],substation,,traction,,,,Way,88000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4336,197062973.0,[ 30.9581585  -29.94802138],substation,Ethekwini Electricity,transition,,,,Way,132000,Himalayas Road GIS,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4337,755769390.0,[ 31.41010374 -24.93776244],substation,,transmission,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4338,103754184.0,[ 20.5334593 -33.2617684],substation,,transition,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4339,663042835.0,[ 23.35746353 -28.31780684],substation,,transmission,,,,Way,132000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,south-africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
