,id,lonlat,tags.power,tags.substation,Type,Area,tags.voltage,tags.frequency,Country
351,502404011.0,"[31.21798233172241, 29.300215891556615]",substation,,Way,11640.0,,,egypt
353,97852047.0,"[31.179293249999976, 30.050116999999993]",substation,transmission,Way,38600.0,220000,,egypt
355,499106593.0,"[31.357129659179506, 31.05747006409637]",substation,,Way,17070.0,,,egypt
356,501748199.0,"[30.13183888692808, 30.68945141482204]",substation,,Way,19290.0,,,egypt
357,502109011.0,"[31.163777550000106, 30.136908450000067]",substation,,Way,360.0,,,egypt
360,502109018.0,"[31.004577231175606, 30.299244476956993]",substation,,Way,44880.0,,,egypt
364,448831400.0,"[32.91049277278741, 24.11655230330179]",substation,transmission,Way,17850.0,,,egypt
365,264817145.0,"[30.832651091927257, 27.714603723420794]",substation,,Way,21540.0,,,egypt
366,502403978.0,"[31.305142670247697, 29.829672872052665]",substation,,Way,8850.0,,,egypt
371,117328909.0,"[31.637597128125954, 26.538109253592015]",substation,,Way,16940.0,,,egypt
373,500208171.0,"[29.807681004653055, 31.115170357287877]",substation,,Way,17690.0,,,egypt
374,502403989.0,"[30.83572490247657, 29.32325673183868]",substation,,Way,15750.0,,,egypt
375,500449418.0,"[30.289486383502958, 30.549819721636194]",substation,transmission,Way,120670.0,220000,,egypt
378,426347962.0,"[31.161673038839616, 27.263511467943562]",substation,,Way,15400.0,,,egypt
379,426347969.0,"[31.20035948182869, 27.17514772949179]",substation,,Way,11680.0,,,egypt
382,499321068.0,"[29.996723133589384, 31.206654249993104]",substation,,Way,190.0,,,egypt
386,426596403.0,"[31.886767255476204, 26.344947059062815]",substation,,Way,3300.0,,,egypt
389,502404003.0,"[30.858317527992064, 29.293381203135397]",substation,,Way,5950.0,,,egypt
390,219038763.0,"[31.395095919167684, 31.06379265453968]",substation,,Way,24870.0,,,egypt
392,103015031.0,"[31.708074345911545, 30.269880306403127]",substation,transmission,Way,10170.0,66000,,egypt
394,426596397.0,"[30.087278283320487, 25.38134590138975]",substation,transmission,Way,4530.0,,,egypt
396,501748196.0,"[31.036647711842647, 30.41651788759091]",substation,,Way,18320.0,,,egypt
399,502404010.0,"[31.31078391770158, 29.776929303571837]",substation,,Way,4640.0,,,egypt
401,524099267.0,"[30.96150475000003, 28.410092900000084]",substation,,Way,6670.0,,,egypt
408,98663495.0,"[30.597171843859986, 28.309017832738316]",substation,transmission,Way,305280.0,500000,,egypt
410,426596391.0,"[28.979162911011475, 25.475508495195992]",substation,transmission,Way,29300.0,66000,,egypt
411,426347961.0,"[31.15884738718978, 27.182598531483197]",substation,,Way,9750.0,,,egypt
413,499897450.0,"[30.43111514999991, 31.389895999999965]",substation,,Way,330.0,,,egypt
417,659329763.0,"[29.90359960020397, 31.121832279464957]",substation,,Way,140.0,,,egypt
420,103010149.0,"[31.396352974135038, 30.26648003456274]",substation,transmission,Way,72220.0,500000,,egypt
423,122132699.0,"[31.774254428003733, 31.373771333946426]",substation,,Way,9870.0,220000;66000,,egypt
425,502109015.0,"[31.21109544933763, 30.1127030638347]",substation,,Way,13860.0,,,egypt
426,426156923.0,"[30.75411426157568, 28.419767673393995]",substation,,Way,22930.0,,,egypt
431,501748212.0,"[30.994649060765024, 30.570381405390055]",substation,,Way,11310.0,,,egypt
432,426596398.0,"[32.24997091682922, 26.0342837837285]",substation,transmission,Way,1280.0,,,egypt
437,426156926.0,"[30.743521870261876, 28.293287657374016]",substation,,Way,5150.0,,,egypt
438,427608569.0,"[31.76354629999998, 29.91655804999999]",substation,,Way,1140.0,,,egypt
440,499890426.0,"[31.0750440758899, 31.416781398477422]",substation,,Way,22540.0,,,egypt
443,502403992.0,"[30.892482637134275, 29.954871719706336]",substation,,Way,59140.0,,,egypt
447,131247022.0,"[30.19198105727569, 31.130065384639405]",substation,transmission,Way,55430.0,220000,,egypt
451,426825810.0,"[32.96936719999983, 26.255896199999878]",substation,,Way,5370.0,,,egypt
452,115498840.0,"[32.32709441215565, 25.988454767398764]",substation,transmission,Way,212350.0,,,egypt
453,213203948.0,"[32.726505358664895, 26.115094826749118]",substation,transmission,Way,78090.0,220000;132000;66000,,egypt
455,502109016.0,"[31.1602252500001, 30.140150800000075]",substation,,Way,830.0,,,egypt
461,426347968.0,"[31.198224212611603, 27.18804416102714]",substation,,Way,660.0,,,egypt
462,426825820.0,"[32.51215007128806, 25.625230584877205]",substation,,Way,15120.0,,,egypt
464,690414939.0,"[31.52372228668562, 31.432665979275495]",substation,,Way,53260.0,,,egypt
465,426825819.0,"[32.88332319484246, 25.013203051466117]",substation,,Way,13390.0,,,egypt
468,219020314.0,"[30.832483233813335, 30.839412300117534]",substation,transmission,Way,64020.0,500000,,egypt
470,500208170.0,"[29.661759762948684, 31.04361535202803]",substation,,Way,22250.0,,,egypt
471,117508525.0,"[31.160673742273353, 27.21014449290099]",substation,,Way,2170.0,220000,,egypt
473,524099275.0,"[30.69280199897944, 28.750209138375265]",substation,transmission,Way,175290.0,500000;220000,,egypt
474,179179261.0,"[31.378468071874813, 22.712120883473133]",substation,transmission,Way,28170.0,66000,,egypt
477,264540951.0,"[30.714908061846444, 28.077316037744954]",substation,,Way,25340.0,,,egypt
479,502404012.0,"[31.169827370551033, 29.988705338463017]",substation,,Way,33710.0,,,egypt
482,499106605.0,"[31.456398267308575, 30.865899605862694]",substation,,Way,13290.0,,,egypt
483,500185482.0,"[31.126599007559356, 31.29132579422657]",substation,,Way,14040.0,,,egypt
485,426156912.0,"[30.788648700000117, 28.498100700000045]",substation,,Way,15830.0,,,egypt
486,501748208.0,"[31.118944895754677, 30.547601116266446]",substation,,Way,10610.0,,,egypt
487,263296684.0,"[31.60771399841668, 22.362701484492714]",substation,transmission,Way,9860.0,,,egypt
489,502109026.0,"[31.440623645417013, 30.279955873601164]",substation,,Way,30330.0,,,egypt
493,426596388.0,"[32.052471479601024, 26.164255438789933]",substation,,Way,1910.0,,,egypt
494,499890418.0,"[31.174926099999944, 30.960567499999982]",substation,,Way,3310.0,,,egypt
495,426825791.0,"[32.9415519041346, 26.02883213940612]",substation,,Way,27520.0,,,egypt
498,105569178.0,"[32.30959815000004, 30.403482150000006]",substation,,Way,14960.0,220000,,egypt
506,105694639.0,"[32.18327675226869, 30.545841827076654]",substation,transmission,Way,81810.0,220000,,egypt
507,501748216.0,"[30.91590481890871, 30.60016365697442]",substation,,Way,13640.0,,,egypt
509,499315891.0,"[30.098236266137466, 31.270297541695335]",substation,,Way,2100.0,,,egypt
510,426596399.0,"[30.07516223602958, 25.408861831447897]",substation,transmission,Way,6570.0,,,egypt
512,176709654.0,"[32.281893086344546, 31.230806091664647]",substation,,Way,9840.0,,,egypt
514,502403973.0,"[31.133220100000116, 29.810695100000057]",substation,,Way,26560.0,,,egypt
518,426825812.0,"[32.651187449999874, 25.738251349999853]",substation,,Way,930.0,,,egypt
519,502404016.0,"[30.858645393418254, 29.294125993020145]",substation,,Way,16390.0,,,egypt
521,500185488.0,"[32.16572782528126, 31.01787189609955]",substation,,Way,25840.0,,,egypt
526,501748215.0,"[30.974126911621106, 30.137932112816472]",substation,,Way,69400.0,,,egypt
528,426596393.0,"[32.3616905843821, 26.06314628616937]",substation,transition,Way,180.0,66000,,egypt
529,500449345.0,"[30.22826504467625, 30.804977331014054]",substation,,Way,430.0,,,egypt
532,264817143.0,"[30.839144864300735, 27.646008889694844]",substation,,Way,34700.0,,,egypt
533,102988954.0,"[31.499004968452446, 30.083107175286518]",substation,transition,Way,3880.0,220000,,egypt
534,499897443.0,"[30.72258935099842, 31.302199744810867]",substation,,Way,17110.0,,,egypt
535,501748195.0,"[30.901589885417856, 30.606152541808953]",substation,,Way,4130.0,,,egypt
536,502404006.0,"[31.101106381678495, 29.346985618941908]",substation,,Way,67490.0,,,egypt
538,426998273.0,"[32.86046006258759, 24.02770606375581]",substation,transmission,Way,59500.0,,,egypt
539,118310545.0,"[31.39732569999999, 29.759742599999985]",substation,transmission,Way,45530.0,500000;220000,,egypt
541,103015033.0,"[31.715117490796978, 30.259512927602927]",substation,transmission,Way,38940.0,220000;66000,,egypt
542,117393191.0,"[31.016688490702105, 27.205953759518085]",substation,transmission,Way,32160.0,500000;220000;132000,,egypt
544,219005247.0,"[30.428470638774574, 31.08196819160182]",substation,transmission,Way,27740.0,220000,,egypt
545,500449328.0,"[30.30103807409582, 30.729748498966632]",substation,,Way,29800.0,,,egypt
548,263290997.0,"[31.47059151040607, 22.81161264211692]",substation,transmission,Way,45620.0,220000;66000,,egypt
552,263578733.0,"[31.5500427762371, 22.962130410505296]",substation,transmission,Way,105960.0,,,egypt
553,501748214.0,"[31.250449480857654, 30.72549197749653]",substation,,Way,8830.0,,,egypt
554,500449353.0,"[30.172200649999997, 30.82882975000002]",substation,,Way,13520.0,,,egypt
556,500449348.0,"[30.048344286075594, 30.665933390842707]",substation,,Way,19670.0,,,egypt
557,128205604.0,"[31.20520734007894, 30.145577729142417]",substation,transmission,Way,59440.0,500000,,egypt
558,426347971.0,"[30.80579355714815, 27.568715082603408]",substation,,Way,14070.0,,,egypt
563,501748192.0,"[31.25639319269482, 30.724486579711193]",substation,,Way,10060.0,,,egypt
564,123096142.0,"[31.93540855968598, 30.870354875669047]",substation,,Way,13200.0,66000,,egypt
565,218898508.0,"[33.72000969006289, 30.641748035249194]",substation,transmission,Way,121860.0,220000;66000,,egypt
570,216227836.0,"[31.321734508423077, 29.875185374785087]",substation,transmission,Way,114510.0,220000,,egypt
571,502403979.0,"[31.28857570000012, 29.94699515000007]",substation,,Way,1980.0,,,egypt
575,426347955.0,"[31.002012349999998, 27.20807604999999]",substation,,Way,4210.0,,,egypt
578,426825797.0,"[32.965216479491716, 24.61859720741441]",substation,,Way,1030.0,,,egypt
579,499322357.0,"[30.471188744309924, 31.016406496420103]",substation,,Way,11700.0,,,egypt
581,523760456.0,"[30.581622826117172, 30.38999245548031]",substation,,Way,43130.0,,,egypt
49,180461632.0,"[38.95202707843124, 8.73068936854007]",substation,,Way,7340.0,,,ethiopia
54,569627624.0,"[37.77046794467485, 6.857163885005068]",substation,,Way,7800.0,,,ethiopia
56,477627446.0,"[38.509622805960994, 7.035965274458246]",substation,,Way,11380.0,,,ethiopia
57,187232642.0,"[37.381738606072766, 7.885634193967313]",substation,transmission,Way,131680.0,400000;230000;132000,,ethiopia
62,180619166.0,"[39.51058834261421, 13.540797688329551]",substation,,Way,37730.0,,,ethiopia
64,464641483.0,"[39.72346966353916, 11.07930954788934]",substation,transmission,Way,20480.0,132000,,ethiopia
96,184801675.0,"[39.459786081523376, 7.2178896778491595]",substation,transmission,Way,22100.0,,,ethiopia
97,569990178.0,"[36.236596836790895, 7.290176053611773]",substation,,Way,17140.0,,,ethiopia
121,220408423.0,"[37.36261718622866, 9.56058624525724]",substation,transmission,Way,19210.0,,,ethiopia
122,671037766.0,"[37.40513530470789, 11.596425749629923]",substation,transmission,Way,2560.0,66000,,ethiopia
129,220232487.0,"[38.57024313255813, 8.908153935368226]",substation,transmission,Way,114720.0,,,ethiopia
142,736724586.0,"[39.59495350925522, 8.843710285135566]",substation,,Way,7270.0,,,ethiopia
145,670299395.0,"[39.997463849999264, 7.1293131499998506]",substation,transmission,Way,1780.0,66000,,ethiopia
147,581281183.0,"[38.74810202243983, 8.963432745247854]",substation,,Way,3510.0,,,ethiopia
148,286823027.0,"[37.70762828250493, 11.920546027024074]",substation,transmission,Way,1510.0,66000,,ethiopia
149,693971349.0,"[41.629795826789234, 9.617681539351215]",substation,traction,Way,10260.0,220000,,ethiopia
151,201108311.0,"[37.75852496276341, 8.27502812229933]",substation,,Way,38360.0,230000,,ethiopia
153,581937295.0,"[38.391992055895166, 8.128139240709675]",substation,,Way,26550.0,,,ethiopia
157,670314762.0,"[42.09449541692231, 9.323561951304741]",substation,transmission,Way,14490.0,132000,,ethiopia
162,581281196.0,"[38.78343485719985, 8.866741739094794]",substation,,Way,8950.0,,,ethiopia
49,605954253.0,"[-0.04680919319038988, 5.699172638518286]",substation,,Way,2600.0,,,ghana
54,236307769.0,"[-1.4497446345699654, 8.780309212399349]",substation,transmission,Way,11290.0,161000,,ghana
56,302127346.0,"[-1.9313877039869085, 5.959141417012919]",substation,,Way,5540.0,,,ghana
57,302155694.0,"[-0.8703004876032117, 10.794763987460076]",substation,transmission,Way,14390.0,161000,,ghana
62,673695263.0,"[-2.0517276318082334, 5.521900019903772]",substation,transmission,Way,7270.0,161000,,ghana
64,572941382.0,"[-1.4621658000000033, 6.727373999999986]",substation,,Way,1440.0,,,ghana
49,398576744.0,"[-4.015747348534046, 5.343370846572228]",substation,transmission,Way,3850.0,90000,,ivory-coast
54,458243442.0,"[-6.432086299999979, 6.895850750000018]",substation,,Way,13480.0,90000,,ivory-coast
56,279465791.0,"[-5.014366190135979, 7.651659209337253]",substation,,Way,29190.0,225000;90000,,ivory-coast
57,559917231.0,"[-4.741340874009206, 6.655716089651562]",substation,,Way,5500.0,90000,,ivory-coast
49,180021151.0,"[36.71722506147044, -1.1822183526610475]",substation,bulk_supply_point,Way,44610.0,,,kenya
54,578818096.0,"[39.84254967474875, -3.736425145333891]",substation,,Way,6700.0,,,kenya
56,457973271.0,"[36.2536240500001, -0.8878831500000002]",substation,,Way,10290.0,,,kenya
57,125302557.0,"[36.835571100507416, -1.287180721197116]",substation,,Way,3480.0,,,kenya
62,578575696.0,"[37.24754794592419, -1.5638682698771984]",substation,,Way,19860.0,,,kenya
64,367397625.0,"[39.507724844317096, 1.0246378047030915]",substation,,Way,78560.0,,,kenya
96,659379440.0,"[36.968309095944136, -1.2551728918754164]",substation,yes,Way,3540.0,,,kenya
97,870849375.0,"[39.582339611468974, -4.008435862158179]",substation,,Way,3460.0,,,kenya
49,322625238.0,"[14.565123566200999, 24.244434100669384]",substation,,Way,170.0,,,libya
54,224089488.0,"[14.799652798062052, 32.358044233188295]",substation,transmission,Way,2880.0,,,libya
56,900776043.0,"[13.97968611281523, 31.74542132043169]",substation,generation,Way,50.0,,,libya
57,104680588.0,"[20.285108131736063, 32.01237712878601]",substation,,Way,4420.0,,,libya
62,172470451.0,"[16.649630778539976, 31.064453740244467]",substation,,Way,8660.0,,,libya
64,273646259.0,"[20.19072121293726, 30.923403059339815]",substation,,Way,46600.0,,,libya
96,289564771.0,"[21.305252222168363, 27.548819399671906]",substation,,Way,1630.0,,,libya
97,289418173.0,"[22.051111374066082, 27.63551868962639]",substation,,Way,10890.0,,,libya
121,177595710.0,"[15.124550864411749, 32.24992291241476]",substation,transmission,Way,47550.0,220000,,libya
122,177209321.0,"[16.83496290000002, 31.15692469999998]",substation,,Way,4170.0,,,libya
129,182897513.0,"[23.87926681621005, 31.266827799220344]",substation,,Way,7820.0,,,libya
142,194400288.0,"[15.36407740000005, 29.95264254999995]",substation,,Way,2540.0,,,libya
145,177539635.0,"[15.243584482063538, 32.330100074453284]",substation,,Way,52650.0,,,libya
147,171416195.0,"[11.145912426681704, 31.958174164900967]",substation,transmission,Way,19960.0,,,libya
148,169869851.0,"[13.283344557939252, 30.428259319885523]",substation,,Way,2640.0,,,libya
149,177379574.0,"[24.472633172271653, 31.90527883105575]",substation,,Way,7580.0,,,libya
151,104969694.0,"[14.222617555246588, 32.66778465586312]",substation,transmission,Way,19010.0,220000,,libya
153,171416196.0,"[11.146870791169873, 31.956321817384023]",substation,transmission,Way,16090.0,,,libya
157,223904502.0,"[14.885198342407778, 31.66506741810721]",substation,transmission,Way,2620.0,132000,,libya
162,238129460.0,"[17.274881820491444, 31.04487674292382]",substation,,Way,7680.0,,,libya
170,106772180.0,"[13.408511764511697, 32.83537955511652]",substation,,Way,41850.0,,,libya
174,193985537.0,"[13.558000419282, 26.090169412697936]",substation,,Way,63010.0,,,libya
176,172470450.0,"[16.5455539, 31.089728899999937]",substation,,Way,4150.0,,,libya
178,181064722.0,"[14.586032366756905, 30.963901274754736]",substation,,Way,280.0,,,libya
184,193777322.0,"[14.694203100000006, 27.21683754999997]",substation,,Way,4440.0,,,libya
185,177038725.0,"[18.546135931970028, 30.463633834286963]",substation,transmission,Way,34430.0,,,libya
190,265707894.0,"[21.398368492932683, 32.621633758895484]",substation,,Way,3190.0,,,libya
200,202349341.0,"[23.51952540796542, 24.185023920934768]",substation,,Way,2320.0,,,libya
202,177829822.0,"[21.030810850000012, 32.56118155000003]",substation,,Way,3540.0,,,libya
49,2247012740.0,"[-14.49491309999997, 26.12026860000006]",substation,,Node,,,,morocco
54,8380955312.0,"[-6.155621399999947, 34.622371999999984]",substation,,Node,,,,morocco
56,2247012728.0,"[-14.464893799999968, 26.13957660000006]",substation,,Node,,,,morocco
57,2208142648.0,"[-13.413836399999981, 27.123946000000014]",substation,,Node,,,,morocco
62,2207139662.0,"[-13.373609399999998, 27.130953699999903]",substation,,Node,,22000;400,,morocco
64,2345948129.0,"[-14.489292500000003, 26.13227160000007]",substation,,Node,,,,morocco
49,218780116.0,"[-1.9409760009614305, 32.55767076983095]",substation,transmission,Way,4740.0,,,morocco
54,883409449.0,"[-8.534080546800494, 32.249516925402915]",substation,,Way,1930.0,,,morocco
56,519772269.0,"[-7.438288801808171, 33.66450950968564]",substation,,Way,19100.0,,,morocco
57,164242641.0,"[-5.279112065039587, 34.05282066301702]",substation,,Way,3780.0,,,morocco
62,607804049.0,"[-7.246888963545594, 33.65011626191454]",substation,,Way,5910.0,,,morocco
64,163471767.0,"[-4.780568093985491, 33.985672110744446]",substation,transmission,Way,43280.0,225000,,morocco
96,832751050.0,"[-9.037063680053151, 30.243880805940265]",substation,,Way,12500.0,,,morocco
97,891204236.0,"[-8.161671006059155, 33.33059955406248]",substation,,Way,1980.0,,,morocco
121,279927655.0,"[-6.735609083550847, 32.78827568559937]",substation,,Way,200.0,,,morocco
122,363818139.0,"[-2.0477077016364293, 34.49604480388281]",substation,,Way,1890.0,,,morocco
